id,title,price,available_quantity,sold_quantity,listing_type_id,thumbnail_id,tags,use_thumbnail_id,order_backend,seller__id,seller__tags,seller__seller_reputation__level_id,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__total,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__completed,prices__id,prices__prices,prices__reference_prices,installments__quantity,installments__amount,installments__rate,shipping__free_shipping,shipping__tags,shipping__logistic_type,days_remaining,years_active
MLA1119842529,Apple iPhone 11 Pro 256gb Space Gray 1 Año De Garantìa _ap,286241.0,1,0,gold_special,924317-MLA32446773467_102019,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,27,278897053,"['normal', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,0,60 days,0.0,1,60 days,0.0653,16,60 days,266,77,1136,0.01,0.01,0.98,1059,MLA1119842529,"[{'id': '2', 'type': 'standard', 'amount': 286241, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-27T21:21:05Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '3', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-31T04:23:16Z', 'end_time': '2022-02-07T04:23:16Z', 'eligible': True}, 'amount': 273796, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2022-01-31T04:23:16Z'}]",12,40591.36,70.17,True,['mandatory_free_shipping'],xd_drop_off,7284,4
MLA1117897278,iPhone 11 Blanco 128gb,275000.0,1,0,gold_special,796892-MLA46114829828_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,28,3143767,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,365 days,0.0,0,365 days,0.0,1,365 days,0.0153,3,365 days,202,20,222,0.0,0.0,1.0,202,MLA1117897278,"[{'id': '2', 'type': 'standard', 'amount': 275000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-27T14:44:16Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,38997.29,70.17,True,['mandatory_free_shipping'],xd_drop_off,7265,15
MLA1117407160,Apple iPhone 11 Pro Max Cpo 256gb Fwh42lla _s,314803.0,1,0,gold_special,639283-MLA32646972173_102019,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,29,470817630,"['normal', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,0,60 days,0.0,2,60 days,0.0773,14,60 days,178,104,1344,0.05,0.02,0.93,1240,MLA1117407160,"[{'id': '3', 'type': 'standard', 'amount': 314803, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-27T16:51:52Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,44641.69,70.17,True,"['self_service_out', 'mandatory_free_shipping']",drop_off,7263,2
MLA1120289159,Apple iPhone 11 Pro Cpo 256gb Fwcp2lla _s,286241.0,1,0,gold_special,865098-MLA32647708594_102019,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,30,470817630,"['normal', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,0,60 days,0.0,2,60 days,0.0773,14,60 days,178,104,1344,0.05,0.02,0.93,1240,MLA1120289159,"[{'id': '2', 'type': 'standard', 'amount': 286241, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-27T16:50:44Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,40591.36,70.17,True,"['self_service_out', 'mandatory_free_shipping']",drop_off,7287,2
MLA909925304,iPhone 11 128 Gb Negro,294525.0,1,0,gold_pro,738648-MLA43654417399_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'shipping_guaranteed']",False,31,407075586,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,60 days,190,89,1207,0.02,0.01,0.97,1118,MLA909925304,"[{'id': '14', 'type': 'standard', 'amount': 294525, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-29T16:22:36Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '12', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-11-10T04:23:24Z', 'end_time': '2021-11-17T04:23:24Z', 'eligible': True}, 'amount': 228690, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-11-10T04:23:24Z'}]",9,32725.0,0.0,True,"['self_service_in', 'mandatory_free_shipping']",cross_docking,7141,2
MLA1108436979,Celular iPhone 11 Pro Max 64gb Gris Espacial,275000.0,1,0,gold_special,645254-MLA32646972200_102019,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,32,617820930,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA1108436979,"[{'id': '3', 'type': 'standard', 'amount': 275000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-27T21:27:06Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,38997.29,70.17,True,['mandatory_free_shipping'],drop_off,7191,1
MLA1119727137,Apple iPhone 11 Pro 256gb Space Gray 1 Año De Garantìa _s,286241.0,1,0,gold_special,924317-MLA32446773467_102019,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,33,470817630,"['normal', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,0,60 days,0.0,2,60 days,0.0773,14,60 days,178,104,1344,0.05,0.02,0.93,1240,MLA1119727137,"[{'id': '2', 'type': 'standard', 'amount': 286241, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-27T16:50:05Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,40591.36,70.17,True,"['self_service_out', 'mandatory_free_shipping']",drop_off,7283,2
MLA1114056015,iPhone 11 128gb Únicamente Por Pedido ,190000.0,1,0,gold_special,865864-MLA46114990464_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,34,630360349,"['normal', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA1114056015,"[{'id': '4', 'type': 'standard', 'amount': 190000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-21T02:52:42Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,26943.58,70.17,True,['mandatory_free_shipping'],drop_off,7232,1
MLA1116216291,iPhone 11 Pro,215000.0,1,0,gold_special,752656-MLA48580616937_122021,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,35,54412791,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,2,365 days,4,5,9,0.0,0.0,1.0,4,MLA1116216291,"[{'id': '4', 'type': 'standard', 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-25T17:15:05Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,30488.79,70.17,True,['mandatory_free_shipping'],xd_drop_off,7250,13
MLA925480625,iPhone 11 Pro Max,220000.0,1,0,gold_special,850911-MLA46386700586_062021,"['extended_warranty_eligible', 'moderation_penalty', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,36,150889456,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,0,0,0,0.0,0.0,0.0,0,MLA925480625,"[{'id': '11', 'type': 'standard', 'amount': 220000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-07-29T13:00:23Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,31197.83,70.17,True,['mandatory_free_shipping'],drop_off,7066,8
MLA1117475437,iPhone 11,199000.0,1,0,gold_special,746934-MLA46115014496_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,37,140732809,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",3_yellow,365 days,0.0,0,365 days,0.0,1,365 days,0.1578,3,365 days,29,2,31,0.0,0.02,0.98,29,MLA1117475437,"[{'id': '1', 'type': 'standard', 'amount': 199000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-28T18:24:09Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,28219.86,70.17,True,['mandatory_free_shipping'],xd_drop_off,7263,8
MLA827667491,iPhone 11 Pro 64gb,249000.0,1,0,gold_special,923014-MLA33019821009_112019,"['poor_quality_thumbnail', 'extended_warranty_eligible', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",False,38,23540185,"['normal', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,3,60 months,6,0,6,0.0,0.0,1.0,6,MLA827667491,"[{'id': '5', 'type': 'standard', 'amount': 249000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-22T23:01:50Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,35310.28,70.17,True,['mandatory_free_shipping'],drop_off,6501,11
MLA1118488916,iPhone 11 Black 128 Gb Nuevo Con Garantía,165000.0,1,0,gold_special,687100-MLA48751400358_012022,"['extended_warranty_eligible', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",False,39,85815119,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,2,365 days,0.0,0,365 days,0.0,1,365 days,5,3,8,0.0,0.0,1.0,5,MLA1118488916,"[{'id': '2', 'type': 'standard', 'amount': 165000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-30T12:58:39Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,23398.38,70.17,True,['mandatory_free_shipping'],drop_off,7271,16
MLA1121249292,Apple iPhone 13 Pro 256gb Gold _ap,480520.0,1,0,gold_special,865098-MLA32647708594_102019,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,40,278897053,"['normal', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,0,60 days,0.0,1,60 days,0.0653,16,60 days,266,77,1136,0.01,0.01,0.98,1059,MLA1121249292,"[{'id': '1', 'type': 'standard', 'amount': 480520, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-29T15:40:17Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,68141.74,70.17,True,['mandatory_free_shipping'],xd_drop_off,7295,4
MLA909924255,iPhone 11 128 Gb Negro,294525.0,1,0,gold_pro,738648-MLA43654417399_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,41,326644038,"['normal', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,60 days,0.012,4,60 days,0.009,3,60 days,0.0563,15,60 days,317,104,1353,0.02,0.01,0.97,1249,MLA909924255,"[{'id': '28', 'type': 'standard', 'amount': 294525, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-29T16:23:14Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '26', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-11-10T04:17:12Z', 'end_time': '2021-11-17T04:17:12Z', 'eligible': True}, 'amount': 181000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-11-10T04:17:12Z'}]",9,32725.0,0.0,True,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7206,3
MLA1102197788,iPhone 11 128gb Negro/ Garantia Apple/ Caja Sellada,188000.0,1,0,gold_special,865864-MLA46114990464_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,42,816123053,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,7,2,9,0.0,1.0,0.0,7,MLA1102197788,"[{'id': '16', 'type': 'standard', 'amount': 188000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-02-02T04:04:01Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,26659.97,70.17,True,['mandatory_free_shipping'],xd_drop_off,7152,0
MLA935579083,iPhone 11 - 256gb Nuevo - Envios,235000.0,1,0,gold_special,606410-MLA46115014454_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,43,99609171,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,1,365 days,0.0,0,365 days,1,1,2,0.0,1.0,0.0,1,MLA935579083,"[{'id': '2', 'type': 'standard', 'amount': 235000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-08-25T14:52:36Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,33324.96,70.17,True,['mandatory_free_shipping'],xd_drop_off,7136,11
MLA1114684436,Apple iPhone 11 (128gb) Black,225000.0,1,0,gold_special,865864-MLA46114990464_052021,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,44,89657814,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,0,1,1,0.0,1.0,0.0,0,MLA1114684436,"[{'id': '2', 'type': 'standard', 'amount': 225000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-07T00:49:27Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,31906.88,70.17,True,['mandatory_free_shipping'],drop_off,7242,16
MLA913487904,iPhone 11 128 Gb Negro,198000.0,1,0,gold_special,738648-MLA43654417399_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,45,95061050,"['normal', 'credits_priority_3', 'credits_profile', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,1,365 days,0.0,1,365 days,7,2,9,0.0,0.01,0.99,7,MLA913487904,"[{'id': '2', 'type': 'standard', 'amount': 198000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-03-25T20:30:41Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,28078.05,70.17,True,['mandatory_free_shipping'],drop_off,6985,12
MLA1114124128,iPhone 11 64gb  Color Red Nuevo Sellado,180000.0,1,0,gold_special,960745-MLA46114990453_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,46,437528296,"['normal', 'credits_profile', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA1114124128,"[{'id': '1', 'type': 'standard', 'amount': 180000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-11-29T14:29:03Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,25525.5,70.17,True,['mandatory_free_shipping'],drop_off,7234,2
MLA1120626633,Apple iPhone 11 - (128 Gb) - Celufree,229999.0,1,0,gold_special,717128-MLA46114990469_052021,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,47,257100619,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,1,1,2,0.0,0.0,1.0,1,MLA1120626633,"[{'id': '1', 'type': 'standard', 'amount': 229999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-25T20:15:16Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,32615.77,70.17,True,['mandatory_free_shipping'],drop_off,7291,4
MLA1112008173,iPhone 11 De 64gb,260000.0,1,0,gold_pro,656548-MLA46114829749_052021,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,48,818907154,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,0,2,2,0.0,0.0,1.0,0,MLA1112008173,"[{'id': '2', 'type': 'standard', 'amount': 260000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-13T21:40:03Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,28888.89,0.0,True,['mandatory_free_shipping'],drop_off,7217,0
MLA1113730662,Apple iPhone 11 Pro (128 Gb) Negro Mejor Precio,311000.0,1,0,gold_pro,865864-MLA46114990464_052021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment']",False,49,23540185,"['normal', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,3,60 months,6,0,6,0.0,0.0,1.0,6,MLA1113730662,"[{'id': '9', 'type': 'standard', 'amount': 311000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-22T23:00:50Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,34555.56,0.0,True,['mandatory_free_shipping'],drop_off,7230,11
MLA1104891682,Apple iPhone 11 128gb - Solo Caba&gba - Leer Descripcion,189999.0,1,0,gold_special,865864-MLA46114990464_052021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,50,231953076,"['normal', 'credits_priority_4', 'credits_profile', 'messages_as_seller']",,365 days,0.0,2,365 days,0.0,1,365 days,0.0,0,365 days,1,5,6,0.0,0.0,1.0,1,MLA1104891682,"[{'id': '5', 'type': 'standard', 'amount': 189999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-29T17:01:12Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '3', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 148999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-26T00:17:14Z'}]",12,26943.44,70.17,True,['mandatory_free_shipping'],drop_off,7167,5
MLA1104891682,Apple iPhone 11 128gb - Solo Caba&gba - Leer Descripcion,189999.0,1,0,gold_special,865864-MLA46114990464_052021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,1,231953076,"['normal', 'credits_priority_4', 'credits_profile', 'messages_as_seller']",,365 days,0.0,2,365 days,0.0,1,365 days,0.0,0,365 days,1,5,6,0.0,0.0,1.0,1,MLA1104891682,"[{'id': '5', 'type': 'standard', 'amount': 189999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-29T17:01:12Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '3', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 148999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-26T00:17:14Z'}]",12,26943.44,70.17,True,['mandatory_free_shipping'],drop_off,7167,5
MLA1101481179,Apple iPhone 11 (128gb) Rojo,230000.0,1,0,gold_special,724631-MLA46114990506_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,2,3641796,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,0,1,1,0.0,1.0,0.0,0,MLA1101481179,"[{'id': '6', 'type': 'standard', 'amount': 230000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-11-24T19:14:44Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,32615.92,70.17,True,['mandatory_free_shipping'],drop_off,7147,15
MLA879616482,iPhone 11 128 Gb 4 Gb Ram Nuevos Sellados ,223000.0,1,0,gold_special,789693-MLA43517200384_092020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,3,324002590,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,0,1,1,0.0,1.0,0.0,0,MLA879616482,"[{'id': '3e1d36d6-c093-4e29-b4af-4f40aa1160d6', 'type': 'standard', 'amount': 223000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2020-10-24T03:48:13Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,31623.26,70.17,True,['mandatory_free_shipping'],drop_off,6798,3
MLA913094502,iPhone 11 128 Gb Black En Caja Inmaculado,165000.0,1,0,gold_special,619652-MLA45297715888_032021,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,4,20694691,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,1,365 days,2,0,2,0.0,0.0,1.0,2,MLA913094502,"[{'id': '7', 'type': 'standard', 'amount': 165000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-28T00:41:53Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '6', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 186000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-25T19:19:20Z'}]",12,23398.38,70.17,True,['mandatory_free_shipping'],drop_off,7101,18
MLA1116547000,Promo iPhone 11 Nuevo (sellado) + Cargador iPhone 20w Power ,184000.0,1,0,gold_special,750131-MLA48612337451_122021,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,5,204114743,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,0,365 days,0.0,0,365 days,0,1,1,0.0,0.0,1.0,0,MLA1116547000,"[{'id': '4', 'type': 'standard', 'amount': 184000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-15T01:43:47Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,26092.73,70.17,True,['mandatory_free_shipping'],drop_off,7253,6
MLA1118611790,Apple iPhone 11 (128 Gb) Purple,205000.0,1,0,gold_special,786721-MLA48770627134_012022,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,6,38125688,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,1,365 days,3,0,3,0.0,0.0,1.0,3,MLA1118611790,"[{'id': '3', 'type': 'standard', 'amount': 205000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-25T12:20:23Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,29070.71,70.17,True,['mandatory_free_shipping'],xd_drop_off,7273,11
MLA1115649995,iPhone 11 64 Gb,187000.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,7,149535486,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA1115649995,"[{'id': '1', 'type': 'standard', 'amount': 187000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-11T01:07:44Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,26518.16,70.17,True,['mandatory_free_shipping'],drop_off,7245,8
